burn,skin,r,g,b
0,0,120,127,137
0,0,124,128,139
0,0,124,128,137
0,0,115,83,60
0,0,115,83,60
0,0,114,82,59
0,0,114,82,59
0,0,114,82,59
0,0,115,83,60
0,0,116,84,59
0,0,117,85,60
0,0,117,85,60
0,0,117,85,60
0,0,117,85,62
0,0,117,85,62
0,0,118,86,63
0,0,119,87,64
0,0,121,89,66
0,0,122,90,67
0,0,124,92,67
0,0,124,92,67
0,0,125,93,68
0,0,125,93,68
0,0,125,93,68
0,0,125,93,68
0,0,124,92,67
0,0,124,92,67
0,0,123,91,66
0,0,123,91,66
0,0,123,91,66
0,0,123,91,66
0,0,124,92,67
0,0,124,92,67
0,0,124,92,67
0,0,124,92,67
0,0,124,90,65
0,0,123,89,64
0,0,122,88,63
0,0,120,86,61
0,0,119,84,62
0,0,118,83,61
0,0,118,83,61
0,0,118,83,61
0,0,119,84,64
0,0,119,84,64
0,0,120,85,65
0,0,120,85,65
0,0,120,85,65
0,0,119,84,64
0,0,118,83,64
0,0,117,82,63
0,0,113,80,61
0,0,115,84,64
0,0,117,86,66
0,0,116,85,65
0,0,111,83,62
0,0,109,81,60
0,0,108,79,61
0,0,108,79,61
0,0,106,77,59
0,0,105,76,58
0,0,103,76,59
0,0,102,75,58
0,0,101,74,57
0,0,100,73,56
0,0,99,72,55
0,0,99,72,55
0,0,102,73,57
0,0,103,74,58
0,0,103,74,58
0,0,104,75,59
0,0,105,76,60
0,0,106,77,61
0,0,106,77,61
0,0,106,77,61
0,0,109,80,64
0,0,110,81,65
0,0,111,82,66
0,0,111,82,66
0,0,113,84,68
0,0,112,83,67
0,0,112,83,67
0,0,111,82,66
0,0,108,82,67
0,0,106,80,65
0,0,104,78,63
0,0,102,76,61
0,0,101,75,60
0,0,101,75,60
0,0,102,76,61
0,0,103,77,62
0,0,102,76,61
0,0,103,77,62
0,0,105,79,64
0,0,107,81,66
0,0,108,82,67
0,0,108,82,67
0,1,107,81,66
0,0,106,80,65
0,0,107,79,65
0,0,114,85,69
0,0,103,76,59
0,0,109,82,63
0,0,160,134,111
0,0,219,193,170
0,0,243,215,191
0,0,243,213,187
0,0,253,219,192
0,0,216,178,155
0,1,182,137,114
0,1,175,124,103
0,1,187,131,114
0,1,202,140,127
0,1,210,144,132
0,1,211,143,130
0,1,181,115,99
0,1,173,110,92
0,1,169,106,88
0,1,169,106,88
0,1,176,113,95
0,1,182,119,102
0,1,186,123,106
0,1,190,123,107
0,1,186,120,104
0,1,187,122,104
0,1,191,126,108
0,1,196,131,113
0,1,200,134,118
0,1,201,134,118
0,1,199,132,115
0,1,198,129,114
0,1,206,130,116
0,1,205,127,115
0,1,202,126,112
0,1,201,127,114
0,1,203,131,117
0,1,202,136,122
0,1,202,136,122
0,1,199,137,124
0,1,191,135,118
0,1,189,136,120
0,1,188,136,122
0,1,186,137,122
0,1,185,139,123
0,1,185,144,126
0,1,191,150,132
0,1,193,154,137
0,1,201,166,147
0,0,207,170,154
0,1,211,172,155
0,1,211,168,152
0,1,205,159,144
0,1,196,148,134
0,1,189,141,127
0,1,185,139,126
0,1,171,127,114
0,1,152,115,99
0,1,130,98,87
0,1,148,121,110
0,1,203,184,170
0,0,236,219,209
0,1,230,220,210
0,1,223,219,208
0,0,219,216,207
0,0,218,218,208
0,0,218,218,208
0,0,218,218,208
0,0,216,218,207
0,0,214,216,205
0,0,214,214,204
0,0,213,213,203
0,0,215,215,205
0,0,215,215,205
0,0,215,215,205
0,0,213,215,204
0,0,212,214,203
0,0,211,213,202
0,0,210,210,200
0,0,209,209,199
0,0,212,209,202
0,0,210,207,200
0,0,206,203,196
0,0,201,198,191
0,0,196,193,188
0,0,193,190,185
0,0,188,187,183
0,0,188,187,183
0,0,183,182,180
0,0,180,179,177
0,0,176,176,176
0,0,174,174,174
0,0,174,174,174
0,0,174,174,174
0,0,173,173,175
0,0,172,173,175
0,0,178,183,179
0,0,177,182,178
0,0,179,181,178
0,0,180,182,181
0,0,181,181,179
0,0,178,178,176
0,0,174,174,174
0,0,171,171,171
0,0,163,164,166
0,0,158,162,165
0,0,164,169,173
0,0,156,163,169
0,0,153,163,172
0,0,142,155,164
0,0,107,121,132
0,0,90,103,119
0,0,97,108,128
0,0,93,103,128
0,0,89,101,125
0,0,86,98,120
0,0,85,97,119
0,0,81,96,117
0,0,78,94,117
0,0,76,91,114
0,0,85,99,125
0,0,86,102,127
0,0,87,103,128
0,0,85,101,126
0,0,78,95,121
0,0,71,87,113
0,0,66,82,108
0,0,63,79,105
0,0,66,82,108
0,0,84,98,127
0,0,99,113,139
0,0,112,124,146
0,0,125,136,156
0,0,131,139,158
0,0,112,121,138
0,0,84,96,112
0,0,61,72,94
0,0,53,63,90
0,0,76,85,118
0,0,123,133,169
0,0,139,152,196
0,0,121,133,181
0,0,108,121,174
0,0,115,127,177
0,0,130,140,176
0,0,127,136,165
0,0,123,133,158
0,0,122,130,153
0,0,123,130,149
0,0,121,130,145
0,0,121,129,140
0,0,122,129,137
0,0,124,129,135
0,0,124,129,135
0,0,114,82,59
0,0,114,82,59
0,0,114,82,59
0,0,113,81,58
0,0,114,82,59
0,0,115,83,60
0,0,116,84,59
0,0,117,85,60
0,0,117,85,60
0,0,117,85,60
0,0,117,85,62
0,0,117,85,62
0,0,118,86,63
0,0,119,87,64
0,0,121,89,66
0,0,122,90,67
0,0,124,92,67
0,0,124,92,67
0,0,125,93,68
0,0,125,93,68
0,0,125,93,68
0,0,125,93,68
0,0,124,92,67
0,0,124,92,67
0,0,123,91,66
0,0,123,91,66
0,0,123,91,66
0,0,124,92,67
0,0,124,92,67
0,0,125,93,68
0,0,125,93,68
0,0,125,93,68
0,0,125,91,66
0,0,124,90,65
0,0,122,88,63
0,0,120,86,61
0,0,119,84,62
0,0,118,83,61
0,0,118,83,61
0,0,118,83,61
0,0,119,84,64
0,0,119,84,64
0,0,120,85,65
0,0,120,85,65
0,0,120,85,65
0,0,119,84,64
0,0,118,83,64
0,0,117,82,63
0,0,112,80,59
0,0,114,83,62
0,0,117,86,66
0,0,116,85,65
0,0,112,84,63
0,0,109,81,60
0,0,108,80,59
0,0,108,80,59
0,0,106,77,59
0,0,105,76,58
0,0,103,76,57
0,0,102,75,56
0,0,101,74,57
0,0,100,73,56
0,0,99,72,55
0,0,98,71,54
0,0,102,73,57
0,0,102,73,57
0,0,103,74,58
0,0,104,75,59
0,0,105,76,60
0,0,105,76,60
0,0,106,77,61
0,0,106,77,61
0,0,110,81,65
0,0,111,82,66
0,0,112,83,67
0,0,113,84,68
0,0,113,84,68
0,0,113,84,68
0,0,113,84,68
0,0,112,83,67
0,0,108,82,67
0,0,107,81,66
0,0,105,79,64
0,0,102,76,61
0,0,102,76,61
0,0,102,76,61
0,0,103,77,62
0,0,104,78,63
0,1,104,78,63
0,1,105,79,64
0,0,108,82,67
0,0,110,84,69
0,1,110,84,69
0,0,110,84,69
0,1,109,83,68
0,0,109,81,67
0,0,108,81,64
0,0,108,76,61
0,0,105,78,61
0,0,110,83,64
0,0,137,110,89
0,0,187,161,138
0,0,226,198,176
0,0,236,205,184
0,0,232,196,174
0,0,226,185,165
0,1,204,157,137
0,1,177,126,109
0,1,173,115,101
0,1,192,130,117
0,1,209,143,131
0,1,211,145,133
0,1,204,138,124
0,1,195,134,116
0,1,190,129,111
0,1,191,130,112
0,1,198,137,118
0,1,204,143,125
0,1,207,146,128
0,1,208,145,127
0,1,206,143,125
0,1,206,143,125
0,1,208,145,127
0,1,213,148,130
0,1,216,151,133
0,1,214,149,131
0,1,209,144,126
0,1,208,136,121
0,1,210,131,118
0,1,208,124,113
0,1,199,120,107
0,1,195,117,104
0,1,194,116,104
0,1,190,116,103
0,1,186,114,100
0,1,181,113,100
0,1,184,121,106
0,1,184,125,111
0,1,188,130,116
0,1,192,139,125
0,1,195,143,129
0,1,192,145,129
0,1,188,142,126
0,1,184,138,123
0,1,184,141,125
0,1,190,144,129
0,1,196,148,134
0,1,202,150,136
0,1,201,148,134
0,1,196,140,127
0,1,185,129,116
0,1,176,122,110
0,1,161,112,98
0,1,142,98,85
0,1,115,77,68
0,1,136,103,94
0,1,201,174,165
0,0,235,212,204
0,0,227,210,202
0,0,218,208,198
0,0,216,213,204
0,0,215,215,205
0,0,215,215,205
0,0,216,216,206
0,0,215,217,206
0,0,215,215,205
0,0,215,215,205
0,0,214,214,204
0,0,212,212,202
0,0,211,213,202
0,0,211,213,202
0,0,212,214,203
0,0,213,215,204
0,0,215,217,206
0,0,216,218,207
0,0,218,218,208
0,0,214,211,204
0,0,213,210,203
0,0,212,209,202
0,0,209,206,199
0,0,206,203,198
0,0,202,199,194
0,0,197,196,192
0,0,195,194,190
0,0,198,194,193
0,0,191,190,188
0,0,185,183,184
0,0,182,180,181
0,0,181,179,180
0,0,179,179,179
0,0,177,177,179
0,0,175,175,177
0,0,173,175,174
0,0,173,175,172
0,0,176,178,175
0,0,180,180,178
0,0,181,181,179
0,0,178,178,176
0,0,172,172,172
0,0,166,166,166
0,0,158,159,161
0,0,149,153,156
0,0,153,158,162
0,0,145,152,160
0,0,144,153,162
0,0,145,158,167
0,0,122,134,148
0,0,108,119,137
0,0,102,114,136
0,0,98,110,136
0,0,92,104,130
0,0,89,101,127
0,0,86,101,124
0,0,85,100,123
0,0,82,96,122
0,0,80,94,121
0,0,82,98,124
0,0,83,99,125
0,0,83,101,125
0,0,85,101,126
0,0,83,100,126
0,0,79,95,121
0,0,71,88,114
0,0,66,82,108
0,0,64,78,105
0,0,75,84,113
0,0,88,98,123
0,0,106,114,135
0,0,123,131,150
0,0,124,133,150
0,0,102,109,127
0,0,73,82,99
0,0,64,71,97
0,0,64,73,102
0,0,89,97,133
0,0,128,140,180
0,0,150,162,210
0,0,143,156,208
0,0,129,144,199
0,0,127,140,192
0,0,130,142,182
0,0,127,138,168
0,0,121,131,158
0,0,120,127,153
0,0,121,128,147
0,0,121,128,144
0,0,122,128,142
0,0,123,127,138
0,0,124,127,134
0,0,124,127,134
0,0,114,82,59
0,0,114,82,59
0,0,113,81,58
0,0,113,81,58
0,0,114,82,59
0,0,115,83,60
0,0,116,84,59
0,0,117,85,60
0,0,117,85,60
0,0,117,85,60
0,0,117,85,62
0,0,117,85,62
0,0,118,86,63
0,0,119,87,64
0,0,121,89,66
0,0,122,90,67
0,0,124,92,67
0,0,124,92,67
0,0,125,93,68
0,0,125,93,68
0,0,125,93,68
0,0,125,93,68
0,0,124,92,67
0,0,124,92,67
0,0,123,91,66
0,0,123,91,66
0,0,123,91,66
0,0,124,92,67
0,0,124,92,67
0,0,125,93,68
0,0,125,93,68
0,0,125,93,68
0,0,125,91,66
0,0,124,90,65
0,0,122,88,63
0,0,118,86,61
0,0,117,85,62
0,0,119,84,62
0,0,119,84,62
0,0,119,84,62
0,0,119,84,64
0,0,119,84,64
0,0,120,85,65
0,0,120,85,65
0,0,120,85,65
0,0,119,84,64
0,0,118,83,64
0,0,117,82,63
0,0,112,80,59
0,0,114,83,62
0,0,117,86,66
0,0,117,86,66
0,0,113,85,64
0,0,109,81,60
0,0,108,80,59
0,0,108,80,59
0,0,106,77,59
0,0,105,76,58
0,0,103,76,57
0,0,102,75,56
0,0,101,74,55
0,0,99,72,55
0,0,98,71,54
0,0,97,70,53
0,0,102,73,57
0,0,102,73,57
0,0,103,74,58
0,0,104,75,59
0,0,104,75,59
0,0,105,76,60
0,0,106,77,61
0,0,106,77,61
0,0,111,82,66
0,0,111,82,66
0,0,113,84,68
0,0,113,84,68
0,0,114,85,69
0,0,114,85,69
0,0,113,84,68
0,0,113,84,68
0,0,109,83,68
0,0,107,81,66
0,0,105,79,64
0,0,103,77,62
0,0,102,76,61
0,0,103,77,62
0,0,104,78,63
0,0,105,79,64
0,0,105,79,64
0,0,106,80,65
0,0,109,83,68
0,1,111,85,70
0,0,112,86,71
0,1,111,85,70
0,1,110,84,69
0,1,110,82,68
0,1,109,80,64
0,1,100,68,53
0,1,104,77,60
0,1,112,85,66
0,1,114,89,67
0,1,145,118,97
0,1,185,154,134
0,1,195,164,146
0,1,205,168,149
0,1,231,188,171
0,1,226,179,161
0,1,188,136,123
0,1,169,111,100
0,1,187,125,114
0,1,204,137,128
0,1,199,132,123
0,1,203,140,125
0,1,196,135,117
0,1,190,129,111
0,1,191,130,112
0,1,196,135,117
0,1,200,139,121
0,1,199,138,120
0,1,198,135,117
0,1,211,148,130
0,1,210,147,129
0,1,209,146,128
0,1,211,146,128
0,1,210,145,127
0,1,206,139,122
0,1,197,132,114
0,1,194,122,108
0,1,199,117,105
0,1,197,110,100
0,1,188,106,94
0,1,185,103,91
0,1,182,102,91
0,1,181,103,91
0,1,177,101,88
0,1,172,100,88
0,1,170,102,89
0,1,167,103,91
0,1,170,108,95
0,1,177,117,106
0,1,185,132,118
0,1,192,140,126
0,1,193,144,129
0,1,191,143,129
0,1,190,142,128
0,1,189,140,126
0,1,192,140,127
0,1,197,141,128
0,1,198,140,128
0,1,188,128,117
0,1,170,110,99
0,1,154,96,85
0,1,134,80,70
0,1,122,74,64
0,1,106,61,55
0,1,135,98,92
0,0,205,176,168
0,1,242,215,208
0,0,230,210,203
0,1,222,208,197
0,0,215,211,202
0,0,215,212,203
0,0,214,214,204
0,0,215,215,205
0,0,216,216,206
0,0,216,216,206
0,0,216,216,206
0,0,217,214,205
0,0,207,207,197
0,0,205,207,196
0,0,204,206,195
0,0,203,205,194
0,0,205,207,196
0,0,207,209,198
0,0,209,211,200
0,0,212,212,202
0,0,214,211,204
0,0,214,211,204
0,0,216,213,206
0,0,215,212,205
0,0,214,211,206
0,0,211,208,203
0,0,205,204,200
0,0,203,202,198
0,0,193,189,188
0,0,187,183,182
0,0,179,177,178
0,0,176,174,175
0,0,178,176,177
0,0,179,177,178
0,0,177,175,178
0,0,174,172,175
0,0,170,168,169
0,0,170,170,168
0,0,174,174,172
0,0,179,179,177
0,0,182,183,178
0,0,177,177,175
0,0,170,170,170
0,0,163,163,163
0,0,161,162,166
0,0,151,152,157
0,0,153,154,159
0,0,141,145,154
0,0,138,147,156
0,0,145,155,167
0,0,127,136,151
0,0,113,124,142
0,0,98,113,134
0,0,95,107,133
0,0,89,100,128
0,0,85,96,124
0,0,82,96,122
0,0,85,97,123
0,0,83,97,124
0,0,82,96,125
0,0,82,98,124
0,0,80,95,124
0,0,80,96,122
0,0,84,98,124
0,0,85,102,128
0,0,83,100,126
0,0,75,92,118
0,0,71,85,112
0,0,69,78,107
0,0,72,79,108
0,0,80,87,113
0,0,101,106,126
0,0,121,126,145
0,0,120,127,145
0,0,95,102,120
0,0,68,73,95
0,0,52,57,86
0,0,78,83,113
0,0,105,113,152
0,0,113,124,169
0,0,109,123,172
0,0,110,126,178
0,0,124,140,199
0,0,141,154,209
0,0,133,145,187
0,0,128,138,173
0,0,122,131,162
0,0,119,126,154
0,0,120,126,148
0,0,120,127,145
0,0,121,127,143
0,0,123,125,140
0,0,122,125,134
0,0,122,125,134
0,0,116,82,57
0,0,116,82,57
0,0,116,82,57
0,0,115,81,56
0,0,116,82,57
0,0,117,83,58
0,0,117,83,58
0,0,118,84,59
0,0,119,85,60
0,0,119,85,60
0,0,119,85,60
0,0,119,85,60
0,0,120,86,61
0,0,121,87,62
0,0,122,88,63
0,0,123,89,64
0,0,124,89,67
0,0,125,90,68
0,0,126,91,69
0,0,128,93,71
0,0,127,95,72
0,0,127,95,70
0,0,127,95,70
0,0,126,94,69
0,0,124,93,65
0,0,123,93,67
0,0,123,93,65
0,0,123,93,65
0,0,124,94,66
0,0,124,94,66
0,0,124,94,66
0,0,124,94,66
0,0,123,91,66
0,0,122,90,67
0,0,121,89,66
0,0,119,87,66
0,0,120,85,63
0,0,117,85,62
0,0,117,86,58
0,0,116,86,60
0,1,119,85,60
0,1,118,84,59
0,0,119,85,60
0,1,120,86,58
0,0,120,86,58
0,0,117,83,55
0,0,113,82,53
0,1,112,81,53
0,1,113,82,61
0,0,115,85,61
0,0,115,87,63
0,1,113,87,60
0,1,113,85,61
0,0,111,83,61
0,0,108,83,61
0,0,108,84,60
0,0,109,82,63
0,0,101,79,58
0,0,97,72,52
0,0,91,70,49
0,0,93,72,55
0,0,95,74,53
0,0,97,72,52
0,0,94,73,54
0,0,95,74,55
0,0,98,72,57
0,0,95,72,56
0,0,93,72,55
0,0,96,73,59
0,0,98,75,59
0,0,100,77,61
0,0,102,79,63
0,1,108,80,66
0,1,106,78,64
0,0,107,78,64
0,0,108,80,66
0,1,109,83,68
0,0,110,82,70
0,1,110,78,65
0,1,103,77,62
0,1,101,74,63
0,1,94,70,58
0,1,90,66,54
0,1,89,66,52
0,1,92,70,56
0,1,94,71,57
0,1,93,70,56
0,1,90,68,55
0,1,88,65,51
0,1,86,63,49
0,1,84,61,43
0,1,83,60,44
0,1,82,59,43
0,1,82,60,46
0,1,84,61,45
0,1,85,62,44
0,1,85,60,40
0,1,87,65,44
0,1,92,70,49
0,1,101,76,56
0,1,107,82,62
0,1,112,87,67
0,1,117,90,69
0,1,121,90,70
0,1,126,95,75
0,1,131,100,80
0,1,139,104,85
0,1,142,105,87
0,1,145,106,89
0,1,152,110,96
0,1,162,120,106
0,1,172,129,113
0,1,184,139,120
0,1,183,138,117
0,1,182,137,116
0,1,182,137,116
0,1,183,138,117
0,1,186,141,122
0,1,189,144,123
0,1,191,146,123
0,1,191,143,121
0,1,192,146,123
0,1,197,147,124
0,1,200,150,127
0,1,201,149,125
0,1,196,142,116
0,1,185,131,105
0,1,178,120,96
0,1,178,112,90
0,1,185,113,98
0,1,190,117,102
0,1,190,117,102
0,1,189,113,100
0,1,183,109,96
0,1,183,111,99
0,1,181,112,97
0,1,185,115,105
0,1,185,117,108
0,1,182,123,109
0,1,181,128,112
0,1,179,130,113
0,1,179,132,112
0,1,177,134,115
0,1,179,133,117
0,1,180,133,117
0,1,180,131,116
0,1,179,130,115
0,1,178,129,114
0,1,174,127,111
0,1,168,121,105
0,1,161,112,98
0,1,153,107,94
0,1,141,98,82
0,1,123,84,69
0,1,113,77,61
0,1,146,115,97
0,0,203,178,158
0,0,230,208,187
0,0,223,205,185
0,1,219,202,184
0,0,221,205,190
0,0,221,207,194
0,1,223,209,196
0,0,224,212,198
0,0,222,213,198
0,1,220,211,196
0,0,217,210,194
0,1,214,208,192
0,0,204,203,185
0,0,205,204,186
0,0,203,204,186
0,0,203,204,186
0,0,202,205,186
0,0,201,206,186
0,0,199,206,188
0,0,199,206,188
0,0,207,208,194
0,1,208,206,194
0,0,206,204,192
0,0,205,203,191
0,1,206,203,194
0,0,209,205,196
0,0,210,207,198
0,0,212,209,200
0,1,207,204,195
0,0,205,201,192
0,0,196,191,185
0,1,181,176,170
0,0,167,162,156
0,1,164,159,153
0,0,172,167,161
0,0,181,176,172
0,0,177,171,171
0,1,176,170,170
0,0,175,171,168
0,1,176,172,169
0,0,178,174,171
0,1,175,174,169
0,1,170,170,168
0,0,166,168,167
0,1,164,165,167
0,0,155,163,165
0,0,148,158,160
0,1,141,154,160
0,0,132,149,157
0,0,122,141,148
0,0,109,127,137
0,1,99,118,132
0,1,85,105,130
0,0,84,101,129
0,0,82,99,127
0,1,81,100,130
0,1,83,102,134
0,0,86,102,135
0,0,85,101,134
0,0,82,101,133
0,0,82,98,131
0,0,81,98,128
0,0,82,98,124
0,0,83,99,125
0,0,84,102,126
0,0,82,100,122
0,0,76,95,112
0,0,73,88,109
0,0,80,86,118
0,0,77,80,111
0,0,87,93,115
0,0,113,119,135
0,0,126,133,139
0,0,109,116,124
0,0,80,90,100
0,0,62,73,91
0,0,50,61,91
0,0,97,109,149
0,0,124,140,189
0,0,114,133,189
0,0,99,119,178
0,0,90,115,172
0,0,90,116,175
0,0,98,125,180
0,0,108,130,179
0,0,114,132,178
0,0,117,134,177
0,0,120,134,171
0,0,121,132,162
0,0,123,129,155
0,0,126,128,149
0,0,129,128,146
0,0,127,123,138
0,0,127,123,137
0,0,115,81,56
0,0,115,81,56
0,0,115,81,56
0,0,115,81,56
0,0,116,82,57
0,0,117,83,58
0,0,118,84,59
0,0,118,84,59
0,0,119,85,60
0,0,119,85,60
0,0,119,85,60
0,0,119,85,60
0,0,120,86,61
0,0,121,87,62
0,0,123,89,64
0,0,123,89,64
0,0,124,89,67
0,0,125,90,68
0,0,126,91,69
0,0,128,93,71
0,0,127,95,72
0,0,127,95,72
0,0,127,95,70
0,0,126,94,69
0,0,124,92,67
0,0,124,92,67
0,0,123,93,65
0,0,124,93,65
0,0,124,94,66
0,0,124,94,66
0,0,124,94,66
0,0,124,94,68
0,0,123,91,66
0,0,122,90,67
0,0,121,89,66
0,0,119,87,66
0,0,120,85,63
0,0,117,85,62
0,0,117,85,60
0,0,117,85,60
0,0,116,80,56
0,0,116,81,59
0,0,118,83,61
0,0,119,85,60
0,0,119,85,60
0,0,118,84,59
0,0,117,83,58
0,1,116,82,57
0,0,111,76,56
0,1,110,78,55
0,1,111,81,57
0,1,113,82,61
0,0,112,81,60
0,1,111,80,60
0,1,107,79,58
0,1,105,78,57
0,0,102,75,56
0,0,101,74,55
0,0,101,74,55
0,0,100,78,57
0,0,104,78,61
0,0,102,79,61
0,0,99,76,58
0,0,98,72,55
0,0,103,77,62
0,0,101,78,64
0,0,101,78,62
0,0,102,76,61
0,0,103,77,62
0,0,104,78,61
0,0,106,79,62
0,0,107,80,63
0,1,111,83,69
0,0,111,83,69
0,1,111,83,69
0,0,112,84,70
0,1,111,83,69
0,1,104,76,62
0,1,96,67,53
0,1,88,60,46
0,1,71,44,33
0,1,73,46,35
0,1,76,52,40
0,1,83,57,44
0,1,84,61,47
0,1,84,58,45
0,1,79,53,40
0,1,73,50,36
0,1,80,57,43
0,1,80,54,41
0,1,76,50,35
0,1,73,50,34
0,1,74,51,35
0,1,80,57,41
0,1,86,63,47
0,1,90,67,51
0,1,88,61,42
0,1,91,64,45
0,1,95,70,50
0,1,101,74,55
0,1,107,79,58
0,1,111,84,63
0,1,114,86,65
0,1,118,87,67
0,1,110,77,58
0,1,113,80,61
0,1,118,83,64
0,1,122,85,67
0,1,129,87,71
0,1,141,99,83
0,1,156,114,98
0,1,167,125,109
0,1,178,132,116
0,1,179,134,115
0,1,182,136,120
0,1,185,139,123
0,1,186,140,124
0,1,186,140,124
0,1,186,141,122
0,1,183,140,121
0,1,181,136,115
0,1,182,137,116
0,1,185,138,118
0,1,187,141,118
0,1,188,140,118
0,1,187,137,114
0,1,182,132,109
0,1,181,126,106
0,1,189,126,108
0,1,192,126,110
0,1,193,126,110
0,1,194,125,110
0,1,194,122,110
0,1,194,122,110
0,1,195,122,113
0,1,193,125,112
0,1,189,121,110
0,1,189,123,111
0,1,185,126,112
0,1,184,128,113
0,1,182,131,114
0,1,179,132,114
0,1,175,132,113
0,1,177,131,115
0,1,177,130,114
0,1,177,125,111
0,1,174,125,110
0,1,174,125,110
0,1,175,126,111
0,1,174,125,111
0,1,172,123,109
0,1,168,120,106
0,1,165,119,104
0,1,159,115,102
0,1,151,112,97
0,1,159,126,109
0,1,180,151,133
0,1,184,159,139
0,1,180,157,139
0,1,186,165,146
0,1,193,174,160
0,1,195,176,162
0,1,199,179,168
0,1,203,185,173
0,1,209,193,180
0,0,215,199,186
0,1,218,204,191
0,0,220,208,194
0,0,207,198,183
0,0,207,200,184
0,0,207,201,185
0,0,205,202,185
0,0,205,204,186
0,0,206,205,187
0,0,207,206,188
0,0,208,207,189
0,0,203,197,183
0,0,203,197,185
0,1,204,198,186
0,0,204,197,187
0,0,203,196,186
0,1,203,196,186
0,0,202,195,187
0,1,201,194,184
0,0,204,197,189
0,1,205,196,189
0,0,203,192,186
0,1,191,182,177
0,1,178,169,164
0,1,167,158,153
0,0,162,153,148
0,1,161,151,149
0,0,171,163,161
0,0,169,160,161
0,0,168,160,158
0,1,169,161,159
0,1,172,164,162
0,0,174,166,164
0,0,171,167,166
0,0,168,166,167
0,0,157,157,157
0,1,153,157,160
0,0,149,154,158
0,0,141,150,157
0,1,129,142,150
0,1,113,127,136
0,1,96,113,123
0,0,85,103,117
0,0,76,92,117
0,0,75,91,117
0,1,74,89,118
0,1,75,90,121
0,0,78,93,126
0,0,80,93,127
0,0,78,91,125
0,1,76,91,124
0,0,81,97,130
0,0,82,97,128
0,0,82,97,126
0,0,84,100,126
0,0,86,102,127
0,0,86,101,124
0,0,82,97,118
0,0,80,92,116
0,0,80,85,115
0,0,81,84,115
0,0,94,99,121
0,0,116,122,138
0,0,122,126,135
0,0,100,104,113
0,0,72,80,91
0,0,59,67,86
0,0,77,86,119
0,0,111,123,165
0,0,131,144,196
0,0,132,148,208
0,0,134,152,216
0,0,129,149,212
0,0,111,132,195
0,0,97,119,177
0,0,91,113,163
0,0,98,116,164
0,0,106,123,167
0,0,115,129,168
0,0,121,131,166
0,0,124,129,159
0,0,124,126,151
0,0,123,121,143
0,0,128,124,141
0,0,128,124,139
0,0,114,80,55
0,0,114,80,55
0,0,114,80,55
0,0,114,80,55
0,0,115,81,56
0,0,117,83,58
0,0,118,84,59
0,0,120,86,61
0,0,120,86,61
0,0,119,85,60
0,0,119,85,60
0,0,119,85,60
0,0,120,86,61
0,0,121,87,62
0,0,123,89,64
0,0,124,90,65
0,0,124,90,65
0,0,125,91,66
0,0,127,91,67
0,0,129,93,71
0,0,129,94,72
0,0,129,95,70
0,0,129,95,70
0,0,128,94,69
0,0,127,93,68
0,0,125,93,68
0,0,125,94,66
0,0,125,94,66
0,0,124,93,64
0,0,124,93,64
0,0,124,93,64
0,0,124,92,67
0,0,123,91,66
0,0,122,90,67
0,0,121,89,66
0,0,119,87,64
0,0,118,86,63
0,0,117,85,62
0,0,117,85,60
0,0,117,85,62
0,1,119,84,62
0,1,119,87,64
0,1,120,88,65
0,0,123,88,66
0,1,122,87,67
0,0,121,86,64
0,1,116,84,61
0,0,118,81,62
0,0,117,82,62
0,1,118,83,63
0,0,120,85,63
0,0,121,86,67
0,0,118,85,66
0,0,115,82,63
0,0,111,78,61
0,0,107,76,58
0,0,104,75,57
0,0,104,75,57
0,0,104,75,59
0,0,106,79,62
0,0,108,79,63
0,0,106,78,64
0,0,103,77,62
0,0,101,73,59
0,0,99,71,57
0,0,96,73,59
0,0,96,73,57
0,0,100,74,59
0,0,98,72,57
0,0,95,69,52
0,0,96,68,54
0,0,94,67,50
0,1,103,76,59
0,0,101,73,59
0,1,101,73,59
0,1,99,71,57
0,1,96,68,54
0,1,90,62,48
0,1,83,54,40
0,1,78,49,35
0,1,75,49,36
0,1,80,54,41
0,1,83,60,46
0,1,87,61,48
0,1,85,58,47
0,1,81,53,41
0,1,76,48,34
0,1,74,46,34
0,1,81,55,40
0,1,83,55,41
0,1,84,56,42
0,1,87,61,46
0,1,94,67,50
0,1,101,75,58
0,1,109,83,66
0,1,114,86,72
0,1,113,84,66
0,1,113,84,66
0,1,112,84,63
0,1,112,81,61
0,1,110,79,59
0,1,107,76,56
0,1,105,74,54
0,1,104,71,52
0,1,102,67,48
0,1,104,69,50
0,1,105,68,50
0,1,107,68,51
0,1,116,74,58
0,1,127,88,71
0,1,144,105,88
0,1,157,118,101
0,1,175,131,118
0,1,179,136,120
0,1,184,141,125
0,1,187,143,130
0,1,187,144,128
0,1,183,140,124
0,1,178,135,119
0,1,174,132,118
0,1,181,139,123
0,1,181,139,123
0,1,181,140,122
0,1,179,138,120
0,1,177,134,117
0,1,175,132,115
0,1,174,131,114
0,1,177,130,114
0,1,186,133,117
0,1,187,131,116
0,1,187,129,115
0,1,192,130,115
0,1,194,132,119
0,1,197,133,121
0,1,199,133,121
0,1,198,132,120
0,1,193,130,115
0,1,192,130,115
0,1,188,132,115
0,1,187,131,114
0,1,184,133,116
0,1,179,132,114
0,1,175,132,113
0,1,175,132,115
0,1,178,131,113
